32768 matrix size;0:00.92elapsed;0:00.91elapsed;0:00.91elapsed;0:00.91elapsed;0:00.91elapsed;
65536 matrix size;0:00.92elapsed;0:00.92elapsed;0:00.91elapsed;0:00.91elapsed;0:00.91elapsed;
131072 matrix size;0:00.91elapsed;0:00.92elapsed;0:00.91elapsed;0:00.91elapsed;0:00.92elapsed;
262144 matrix size;0:00.92elapsed;0:00.91elapsed;0:00.91elapsed;0:00.92elapsed;0:00.91elapsed;
