524288 matrix size;0:00.92elapsed;0:00.92elapsed;0:00.92elapsed;0:00.93elapsed;0:00.93elapsed;
1048576 matrix size;0:00.93elapsed;0:00.93elapsed;0:00.94elapsed;0:00.94elapsed;0:00.94elapsed;
