32768 matrix size;0:01.60elapsed;0:01.60elapsed;0:01.59elapsed;0:01.59elapsed;0:01.59elapsed;
65536 matrix size;0:01.60elapsed;0:01.64elapsed;0:01.60elapsed;0:01.75elapsed;0:01.60elapsed;
131072 matrix size;0:01.60elapsed;0:01.59elapsed;0:01.60elapsed;0:01.61elapsed;0:01.59elapsed;
262144 matrix size;0:01.61elapsed;0:01.62elapsed;0:01.67elapsed;0:01.62elapsed;0:01.61elapsed;
