524288 matrix size;0:01.61elapsed;0:01.57elapsed;0:01.58elapsed;0:01.61elapsed;0:01.59elapsed;
1048576 matrix size;0:01.60elapsed;0:01.61elapsed;0:01.59elapsed;0:01.58elapsed;0:01.57elapsed;
