524288 matrix size;0:00.86elapsed;0:00.85elapsed;0:00.85elapsed;0:00.86elapsed;0:00.86elapsed;
1048576 matrix size;0:00.86elapsed;0:00.88elapsed;0:00.87elapsed;0:00.88elapsed;0:00.86elapsed;
